"year";"NazovRezortu";"typ_zmluvy";"suma_spolu";"pocet";"avg"
2017;"Prešovská univerzita v Prešove";"darovacia zmluva";580;3;193.333333333333
2017;"Prešovská univerzita v Prešove";"iný";5792216.45;43;134702.708139535
2017;"Prešovská univerzita v Prešove";"kúpna zmluva";235221.33;2;117610.665
2017;"Prešovská univerzita v Prešove";"nájomná zmluva";1;11;0.0909090909090909
2017;"Prešovská univerzita v Prešove";"príkazná zmluva";200;2;100
2017;"Prešovská univerzita v Prešove";"zmluva o dielo";1667601.26;15;111173.417333333
2017;"Prešovská univerzita v Prešove";"zmluva o poskytovaní služieb";0;1;0
2017;"Prešovská univerzita v Prešove";"zmluva o spolupráci";11959.86;29;412.408965517241
2017;"Protimonopolný úrad SR";"iný";531285.07;30;17709.5023333333
2017;"Protimonopolný úrad SR";"kúpna zmluva";28210.7;1;28210.7
2017;"Protimonopolný úrad SR";"zmluva o dielo";33554;3;11184.6666666667
2017;"Rada pre vysielanie a retransmisiu";"iný";0;13;0
2017;"Rada pre vysielanie a retransmisiu";"zmluva o dielo";0;4;0
2017;"Recyklačný fond ";"darovacia zmluva";0;1;0
2017;"Recyklačný fond ";"iný";4085.72;30;136.190666666667
2017;"Recyklačný fond ";"kúpna zmluva";0;1;0
2017;"Recyklačný fond ";"nájomná zmluva";32425.7;2;16212.85
2017;"Recyklačný fond ";"zmluva o poskytovaní služieb";0;1;0
2017;"Rozhlas a televizia Slovenska";"iný";64513210.3;5891;10951.1475640808
2017;"Rozhlas a televizia Slovenska";"kúpna zmluva";1231414.81;48;25654.4752083333
2017;"Rozhlas a televizia Slovenska";"nájomná zmluva";257717.28;66;3904.80727272727
2017;"Rozhlas a televizia Slovenska";"príkazná zmluva";1200;6;200
2017;"Rozhlas a televizia Slovenska";"zmluva o dielo";12441314.33;7040;1767.23214914773
2017;"Rozhlas a televizia Slovenska";"zmluva o poskytovaní služieb";1112350.68;18;61797.26
2017;"Rozhlas a televizia Slovenska";"zmluva o spolupráci";4305375.47;145;29692.2446206897
2017;"Slovenská akadémia vied";"darovacia zmluva";24590;13;1891.53846153846
2017;"Slovenská akadémia vied";"iný";19068864.063;1207;15798.5617754764
2017;"Slovenská akadémia vied";"kúpna zmluva";2399528.4;12;199960.7
2017;"Slovenská akadémia vied";"nájomná zmluva";85038.08;102;833.706666666667
2017;"Slovenská akadémia vied";"príkazná zmluva";17766.5;87;204.212643678161
2017;"Slovenská akadémia vied";"zmluva o dielo";856114.29;278;3079.5478057554
2017;"Slovenská akadémia vied";"zmluva o poskytovaní služieb";0;4;0
2017;"Slovenská akadémia vied";"zmluva o spolupráci";20529;10;2052.9
2017;"Slovenská elektrizačná prenosová sústava, a.s. ";"iný";10557015.12;565;18684.9825132743
2017;"Slovenská elektrizačná prenosová sústava, a.s. ";"kúpna zmluva";2028948.44;22;92224.9290909091
2017;"Slovenská elektrizačná prenosová sústava, a.s. ";"nájomná zmluva";5709.6;2;2854.8
2017;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o dielo";140712669.61;46;3058971.07847826
2017;"Slovenská elektrizačná prenosová sústava, a.s. ";"zmluva o zriadení vecného bremena";9897.28;3;3299.09333333333
2017;"Slovenská obchodná a priemyselná komora";"iný";567254.6;5;113450.92
2017;"Slovenská obchodná a priemyselná komora";"zmluva o dielo";4293;1;4293
2017;"Slovenská poľnohospodárska univerzita v Nitre";"iný";2809944.864;255;11019.3916235294
2017;"Slovenská poľnohospodárska univerzita v Nitre";"kúpna zmluva";182278.29;14;13019.8778571429
2017;"Slovenská poľnohospodárska univerzita v Nitre";"nájomná zmluva";20777.09;16;1298.568125
2017;"Slovenská poľnohospodárska univerzita v Nitre";"príkazná zmluva";13263;8;1657.875
2017;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o dielo";3076931.26;87;35367.0259770115
2017;"Slovenská poľnohospodárska univerzita v Nitre";"zmluva o spolupráci";0;1;0
2017;"Slovenská technická univerzita v Bratislave";"iný";33426843.41;1054;31714.2726850095
2017;"Slovenská technická univerzita v Bratislave";"nájomná zmluva";258013.89;112;2303.69544642857
2017;"Slovenská technická univerzita v Bratislave";"zmluva o dielo";5146844.55;143;35991.9199300699
2017;"Slovenská technická univerzita v Bratislave";"zmluva o ubytovaní študentov";473011.31;6875;68.8016450909091
2017;"Slovenské národné stredisko pre ľudské práva";"iný";5260;7;751.428571428571
2017;"Slovenský pozemkový fond";"iný";32900485.1009;2651;12410.5941534892
2017;"Slovenský pozemkový fond";"kúpna zmluva";0;1;0
2017;"Slovenský pozemkový fond";"nájomná zmluva";0;443;0
2017;"Slovenský pozemkový fond";"zmluva o dielo";0;39;0
2017;"Slovenský pozemkový fond";"zmluva o poskytovaní služieb";0;1;0
2017;"Sociálna poisťovňa";"dohoda o splátkach";976.5;6;162.75
2017;"Sociálna poisťovňa";"iný";11310644.83;222;50948.8505855856
2017;"Sociálna poisťovňa";"kúpna zmluva";79199.94;7;11314.2771428571
2017;"Sociálna poisťovňa";"nájomná zmluva";105825.06;17;6225.00352941176
2017;"Sociálna poisťovňa";"zmluva o dielo";3871165.39;6;645194.231666667
2017;"Sociálna poisťovňa";"zmluva o spolupráci";0;2;0
2017;"Správa štátnych hmotných rezerv SR";"iný";5635114.65;106;53161.4589622641
2017;"Správa štátnych hmotných rezerv SR";"kúpna zmluva";1487101.12;2;743550.56
2017;"Správa štátnych hmotných rezerv SR";"nájomná zmluva";116175.4;7;16596.4857142857
2017;"Správa štátnych hmotných rezerv SR";"zmluva o dielo";2490417.54;29;85876.4668965517
2017;"Štatistický úrad SR";"dohoda o splátkach";0;1;0
2017;"Štatistický úrad SR";"iný";6305265.59;145;43484.5902758621
2017;"Štatistický úrad SR";"kúpna zmluva";9000;1;9000
2017;"Štatistický úrad SR";"nájomná zmluva";55421.3;13;4263.17692307692
2017;"Štatistický úrad SR";"príkazná zmluva";0;1;0
2017;"Štatistický úrad SR";"zmluva o dielo";684053.24;20;34202.662
2017;"Technická univerzita v Košiciach";"darovacia zmluva";26774.55;23;1164.11086956522
2017;"Technická univerzita v Košiciach";"dohoda o splátkach";60000;3;20000
2017;"Technická univerzita v Košiciach";"iný";88269202.47;1682;52478.7172829964
2017;"Technická univerzita v Košiciach";"kúpna zmluva";573472.78;48;11947.3495833333
2017;"Technická univerzita v Košiciach";"nájomná zmluva";12218.93;38;321.550789473684
2017;"Technická univerzita v Košiciach";"príkazná zmluva";0;2;0
2017;"Technická univerzita v Košiciach";"zmluva o dielo";1549363.12;423;3662.79697399527
2017;"Technická univerzita v Košiciach";"zmluva o poskytovaní služieb";8150;3;2716.66666666667
2017;"Technická univerzita v Košiciach";"zmluva o spolupráci";118857;15;7923.8
2017;"Technická univerzita vo Zvolene";"darovacia zmluva";1355;1;1355
2017;"Technická univerzita vo Zvolene";"dohoda o splátkach";600;4;150
2017;"Technická univerzita vo Zvolene";"iný";1312937.9;320;4102.9309375
2017;"Technická univerzita vo Zvolene";"kúpna zmluva";3627.24;3;1209.08
2017;"Technická univerzita vo Zvolene";"nájomná zmluva";0;27;0
2017;"Technická univerzita vo Zvolene";"zmluva o dielo";2886192.47;31;93102.9829032258
2017;"Tepláreň Košice, a.s.";"darovacia zmluva";7500;14;535.714285714286
2017;"Tepláreň Košice, a.s.";"iný";42594345.394;164;259721.618256098
2017;"Tepláreň Košice, a.s.";"kúpna zmluva";109492.7;8;13686.5875
2017;"Tepláreň Košice, a.s.";"nájomná zmluva";91129.68;13;7009.97538461538
2017;"Tepláreň Košice, a.s.";"zmluva o dielo";9974127.028;33;302246.273575758
2017;"Tepláreň Košice, a.s.";"zmluva o poskytovaní služieb";432092.2;1;432092.2
2017;"Tepláreň Košice, a.s.";"zmluva o spolupráci";0;2;0
2017;"Tepláreň Košice, a.s.";"zmluva o zriadení vecného bremena";1.2;1;1.2
2017;"Tlačová agentúra Slovenskej republiky";"iný";20361.66;50;407.2332
2017;"Tlačová agentúra Slovenskej republiky";"kúpna zmluva";3850;1;3850
2017;"Tlačová agentúra Slovenskej republiky";"zmluva o dielo";19850;2;9925
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"darovacia zmluva";25260;9;2806.66666666667
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"iný";1515252114.5;107;14161234.7149533
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"kúpna zmluva";32904.82;7;4700.68857142857
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"nájomná zmluva";7955.92;9;883.991111111111
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o dielo";174028.82;7;24861.26
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o poskytovaní služieb";7610;2;3805
2017;"Trenčianska univerzita Alexandra Dubčeka v Trenčíne";"zmluva o spolupráci";2040;6;340
2017;"Trnavská univerzita so sídlom v Trnave";"darovacia zmluva";1710;2;855
2017;"Trnavská univerzita so sídlom v Trnave";"iný";14462593.79;564;25642.8967907801
2017;"Trnavská univerzita so sídlom v Trnave";"nájomná zmluva";2802.01;13;215.539230769231
2017;"Trnavská univerzita so sídlom v Trnave";"zmluva o dielo";207508.15;105;1976.2680952381
2017;"Univerzita J. Selyeho v Komárne";"darovacia zmluva";69608.9;2;34804.45
2017;"Univerzita J. Selyeho v Komárne";"iný";405926.017;222;1828.49557207207
2017;"Univerzita J. Selyeho v Komárne";"kúpna zmluva";3496052.84;1;3496052.84
2017;"Univerzita J. Selyeho v Komárne";"nájomná zmluva";16651.6;19;876.4
2017;"Univerzita J. Selyeho v Komárne";"zmluva o dielo";6657;44;151.295454545455
2017;"Univerzita J. Selyeho v Komárne";"zmluva o spolupráci";0;1;0
2017;"Univerzita Komenského v Bratislave";"darovacia zmluva";249184.88;35;7119.568
2017;"Univerzita Komenského v Bratislave";"dohoda o splátkach";589.92;2;294.96
2017;"Univerzita Komenského v Bratislave";"iný";110484317.798;1327;83258.7172554634
2017;"Univerzita Komenského v Bratislave";"kúpna zmluva";614383.97;20;30719.1985
2017;"Univerzita Komenského v Bratislave";"nájomná zmluva";217320.39;196;1108.7775
2017;"Univerzita Komenského v Bratislave";"zmluva o dielo";4807293.486;569;8448.67044991213
2017;"Univerzita Komenského v Bratislave";"zmluva o poskytovaní služieb";7671347.23;21;365302.249047619
2017;"Univerzita Komenského v Bratislave";"zmluva o spolupráci";21360;20;1068
2017;"Univerzita Konštantína Filozofa v Nitre";"darovacia zmluva";2200;18;122.222222222222
2017;"Univerzita Konštantína Filozofa v Nitre";"iný";882445;505;1747.41584158416
2017;"Univerzita Konštantína Filozofa v Nitre";"kúpna zmluva";0;7;0
2017;"Univerzita Konštantína Filozofa v Nitre";"nájomná zmluva";824;27;30.5185185185185
2017;"Univerzita Konštantína Filozofa v Nitre";"zmluva o dielo";3113;198;15.7222222222222
2017;"Univerzita Konštantína Filozofa v Nitre";"zmluva o poskytnutí dotácie";0;7;0
2017;"Univerzita Konštantína Filozofa v Nitre";"zmluva o poskytovaní služieb";0;1;0
2017;"Univerzita Konštantína Filozofa v Nitre";"zmluva o spolupráci";0;17;0
2017;"Univerzita Mateja Bela v Banskej Bystrici";"darovacia zmluva";109777.24;6;18296.2066666667
2017;"Univerzita Mateja Bela v Banskej Bystrici";"iný";3845594.14;656;5862.18618902439
2017;"Univerzita Mateja Bela v Banskej Bystrici";"kúpna zmluva";162340.09;7;23191.4414285714
2017;"Univerzita Mateja Bela v Banskej Bystrici";"nájomná zmluva";69082.69;54;1279.30907407407
2017;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o dielo";2204760.55;128;17224.691796875
2017;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o poskytovaní služieb";19440;3;6480
2017;"Univerzita Mateja Bela v Banskej Bystrici";"zmluva o spolupráci";105;1;105
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"darovacia zmluva";9000;1;9000
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"iný";27681146.23;1027;26953.4043135346
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"kúpna zmluva";6660.47;1;6660.47
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"nájomná zmluva";112360.19;106;1060.00179245283
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"príkazná zmluva";15125;54;280.092592592593
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o dielo";3660192.12;45;81337.6026666667
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o poskytovaní služieb";36407.2;3;12135.7333333333
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o spolupráci";0;46;0
2017;"Univerzita Pavla Jozefa Šafárika v Košiciach ";"zmluva o zriadení vecného bremena";6300;1;6300
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"darovacia zmluva";3100;4;775
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"iný";12577727.8004;392;32086.0403071429
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"kúpna zmluva";53.1;2;26.55
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"nájomná zmluva";3580;7;511.428571428571
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o dielo";4800;128;37.5
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o poskytovaní služieb";44;2;22
2017;"Univerzita sv. Cyrila a Metoda v Trnave";"zmluva o spolupráci";1000;3;333.333333333333
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"darovacia zmluva";40825;11;3711.36363636364
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"dohoda o splátkach";1580;3;526.666666666667
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"iný";18111055.05;349;51894.1405444126
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"kúpna zmluva";3591;1;3591
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"nájomná zmluva";310228.42;21;14772.7819047619
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o dielo";1325960.27;15;88397.3513333333
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o poskytovaní služieb";8040;1;8040
2017;"Univerzita veterinárskeho lekárstva a farmácie v Košiciach";"zmluva o spolupráci";55;5;11
2017;"Úrad geodézie, kartografie a katastra SR";"dohoda o splátkach";13638425.1;3;4546141.7
2017;"Úrad geodézie, kartografie a katastra SR";"iný";95748618.97;2824;33905.318332153
2017;"Úrad geodézie, kartografie a katastra SR";"kúpna zmluva";68100;3;22700
2017;"Úrad geodézie, kartografie a katastra SR";"nájomná zmluva";613.2;1;613.2
2017;"Úrad geodézie, kartografie a katastra SR";"zmluva o dielo";466915.89;55;8489.37981818182
2017;"Úrad jadrového dozoru SR";"iný";205198.34;23;8921.66695652174
2017;"Úrad jadrového dozoru SR";"nájomná zmluva";2730;1;2730
2017;"Úrad jadrového dozoru SR";"zmluva o dielo";85782;5;17156.4
2017;"Úrad jadrového dozoru SR";"zmluva o poskytovaní služieb";237292.76;1;237292.76
2017;"Úrad na ochranu osobných údajov Slovenskej republiky";"iný";12000;28;428.571428571429
2017;"Úrad na ochranu osobných údajov Slovenskej republiky";"kúpna zmluva";38644.39;1;38644.39
2017;"Úrad na ochranu osobných údajov Slovenskej republiky";"nájomná zmluva";3700;1;3700
2017;"Úrad na ochranu osobných údajov Slovenskej republiky";"zmluva o dielo";1;1;1
2017;"Úrad podpredsedu vlády SR pre investície a informatizáciu";"iný";194596971.2;165;1179375.5830303
2017;"Úrad podpredsedu vlády SR pre investície a informatizáciu";"nájomná zmluva";1956.96;1;1956.96
2017;"Úrad podpredsedu vlády SR pre investície a informatizáciu";"zmluva o dielo";1145699.34;5;229139.868
2017;"Úrad podpredsedu vlády SR pre investície a informatizáciu";"zmluva o spolupráci";0;1;0
2017;"Úrad pre dohľad nad výkonom auditu";"iný";4000;2;2000
2017;"Úrad pre dohľad nad výkonom auditu";"nájomná zmluva";0;1;0
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"dohoda o splátkach";1062.4;8;132.8
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"iný";1406041.28;781;1800.30893725992
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"kúpna zmluva";500;1;500
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"nájomná zmluva";1883.82;3;627.94
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"zmluva o dielo";23321;2;11660.5
2017;"Úrad pre dohľad nad zdravotnou starostlivosťou";"zmluva o spolupráci";0;2;0
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"dohoda o splátkach";10000;20;500
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"iný";108796319.66;180;604423.998111111
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"kúpna zmluva";1650;1;1650
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"nájomná zmluva";3094.9;15;206.326666666667
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"príkazná zmluva";188556.05;741;254.461605937922
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o dielo";136319.28;22;6196.33090909091
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o poskytovaní služieb";23988;2;11994
2017;"Úrad pre normalizáciu, metrológiu a skúšobníctvo SR";"zmluva o spolupráci";68609;121;567.01652892562
2017;"Úrad pre reguláciu sieťových odvetví";"darovacia zmluva";0;1;0
2017;"Úrad pre reguláciu sieťových odvetví";"dohoda o splátkach";7000;1;7000
2017;"Úrad pre reguláciu sieťových odvetví";"iný";44123.8;13;3394.13846153846
2017;"Úrad pre reguláciu sieťových odvetví";"zmluva o dielo";35770;4;8942.5
2017;"Úrad pre verejné obstarávanie";"dohoda o splátkach";25627.63;3;8542.54333333333
2017;"Úrad pre verejné obstarávanie";"iný";3892115.19;31;125552.102903226
2017;"Úrad pre verejné obstarávanie";"nájomná zmluva";3217;1;3217
2017;"Úrad pre verejné obstarávanie";"zmluva o dielo";0;1;0
2017;"Úrad priemyselného vlastníctva SR";"iný";94984;28;3392.28571428571
2017;"Úrad priemyselného vlastníctva SR";"nájomná zmluva";30621;3;10207
2017;"Úrad priemyselného vlastníctva SR";"zmluva o dielo";6120.6;55;111.283636363636
2017;"Úrad priemyselného vlastníctva SR";"zmluva o poskytovaní služieb";0;1;0
2017;"Úrad vlády SR";"darovacia zmluva";5000;3;1666.66666666667
2017;"Úrad vlády SR";"dohoda o splátkach";65510422.39;32;2047200.6996875
2017;"Úrad vlády SR";"iný";132283980.55;1605;82419.925576324
2017;"Úrad vlády SR";"kúpna zmluva";106129.21;2;53064.605
2017;"Úrad vlády SR";"nájomná zmluva";217842.2;14;15560.1571428571
2017;"Úrad vlády SR";"príkazná zmluva";3660;18;203.333333333333
2017;"Úrad vlády SR";"zmluva o dielo";266815.99;16;16675.999375
2017;"Úrad vlády SR";"zmluva o poskytovaní služieb";21840;1;21840
2017;"Úrad vlády SR";"zmluva o spolupráci";6900;9;766.666666666667
2017;"Všeobecná zdravotná poisťovňa a.s.";"darovacia zmluva";2;9;0.222222222222222
2017;"Všeobecná zdravotná poisťovňa a.s.";"dohoda o splátkach";1890735.77;2158;876.151886005561
2017;"Všeobecná zdravotná poisťovňa a.s.";"iný";117791278.47;498;236528.671626506
2017;"Všeobecná zdravotná poisťovňa a.s.";"kúpna zmluva";878576;64;13727.75
2017;"Všeobecná zdravotná poisťovňa a.s.";"nájomná zmluva";2943.56;23;127.980869565217
2017;"Všeobecná zdravotná poisťovňa a.s.";"poskytovanie a úhrada zdravotnej starostlivosti a služieb súvisiacich s poskytovaním zdravotnej starostlivosti";0;24186;0
2017;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o dielo";162702.55;11;14791.1409090909
2017;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o poskytovaní služieb";59256;1;59256
2017;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o spolupráci";69976.6;42;1666.10952380952
2017;"Všeobecná zdravotná poisťovňa a.s.";"zmluva o zriadení vecného bremena";0;1;0
2017;"Vysoká škola múzických umení";"iný";715272.63;189;3784.51126984127
2017;"Vysoká škola múzických umení";"kúpna zmluva";304744.2;1;304744.2
2017;"Vysoká škola múzických umení";"nájomná zmluva";30490.3;17;1793.54705882353
2017;"Vysoká škola múzických umení";"zmluva o dielo";138699.85;255;543.920980392157
2017;"Vysoká škola múzických umení";"zmluva o poskytnutí dotácie";7600;7;1085.71428571429
2017;"Vysoká škola múzických umení";"zmluva o spolupráci";39727.02;107;371.280560747664
2017;"Vysoká škola výtvarných umení v Bratislave";"darovacia zmluva";2055;3;685
2017;"Vysoká škola výtvarných umení v Bratislave";"iný";569630.626;164;3473.35747560976
2017;"Vysoká škola výtvarných umení v Bratislave";"kúpna zmluva";15500;1;15500
2017;"Vysoká škola výtvarných umení v Bratislave";"nájomná zmluva";5615.19;11;510.471818181818
2017;"Vysoká škola výtvarných umení v Bratislave";"príkazná zmluva";26308.02;309;85.1392233009709
2017;"Vysoká škola výtvarných umení v Bratislave";"zmluva o dielo";103790.6;81;1281.36543209877
2017;"Vysoká škola výtvarných umení v Bratislave";"zmluva o poskytnutí dotácie";500;1;500
2017;"Vysoká škola výtvarných umení v Bratislave";"zmluva o spolupráci";0;9;0
2017;"Žilinská univerzita v Žiline";"iný";20475889.49;626;32709.0886421725
2017;"Žilinská univerzita v Žiline";"kúpna zmluva";1608531.8;2;804265.9
2017;"Žilinská univerzita v Žiline";"nájomná zmluva";42921.97;55;780.399454545455
2017;"Žilinská univerzita v Žiline";"zmluva o dielo";2863229.65;40;71580.74125
2017;NA;"iný";601113.35;51;11786.5362745098
2017;NA;"kúpna zmluva";44445.64;3;14815.2133333333
2017;NA;"nájomná zmluva";149272.19;6;24878.6983333333
2017;NA;"zmluva o dielo";377950.42;11;34359.1290909091
2015;"Ministerstvo dopravy, výstavby a regionálneho rozvoja SR";"nájomná zmluva";204.1;1;204.1
2017;"Ministerstvo školstva, vedy, výskumu a športu SR";"iný";0;6;0
2018;"Agrokomplex – Výstavníctvo Nitra, š.p.";"iný";20681113.06;150;137874.087066667
2018;"Agrokomplex – Výstavníctvo Nitra, š.p.";"nájomná zmluva";704217.32;149;4726.29073825503
2018;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o dielo";337234;18;18735.2222222222
2018;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o poskytovaní služieb";13551.96;1;13551.96
2018;"Agrokomplex – Výstavníctvo Nitra, š.p.";"zmluva o spolupráci";314771.73;125;2518.17384
2018;"Akadémia umení v Banskej Bystrici";"iný";304775;100;3047.75
2018;"Akadémia umení v Banskej Bystrici";"nájomná zmluva";311.5;4;77.875
2018;"Akadémia umení v Banskej Bystrici";"zmluva o dielo";150582.86;152;990.676710526316
2018;"Audiovizuálny fond";"iný";0;282;0
2018;"Audiovizuálny fond";"kúpna zmluva";0;1;0
2018;"Audiovizuálny fond";"zmluva o dielo";0;3;0
2018;"Ekonomická univerzita v Bratislave";"darovacia zmluva";6500;3;2166.66666666667
2018;"Ekonomická univerzita v Bratislave";"iný";3283308.75;1016;3231.6031003937
2018;"Ekonomická univerzita v Bratislave";"kúpna zmluva";0;1;0
2018;"Ekonomická univerzita v Bratislave";"nájomná zmluva";1700;33;51.5151515151515
2018;"Ekonomická univerzita v Bratislave";"zmluva o dielo";800;9;88.8888888888889
2018;"Ekonomická univerzita v Bratislave";"zmluva o poskytovaní služieb";0;1;0
2018;"Ekonomická univerzita v Bratislave";"zmluva o spolupráci";0;1;0
2018;"Elektronický kontraktačný systém";"iný";163083718.32;2789;58473.9040229473
2018;"Elektronický kontraktačný systém";"kúpna zmluva";197191182.41;12025;16398.4351276507
2018;"Elektronický kontraktačný systém";"zmluva o dielo";6161216.73;260;23696.9874230769
2018;"Elektronický kontraktačný systém";"zmluva o poskytovaní služieb";28037431.84;1046;26804.4281453155
2018;"Fond na podporu umenia";"iný";38054093;2988;12735.640227577
2018;"Fond na podporu umenia";"zmluva o dielo";49200;1;49200
2018;"Fond na podporu vzdelávania";"dohoda o splátkach";0;36;0
2018;"Fond na podporu vzdelávania";"iný";3146100;795;3957.35849056604
2018;"Fond na podporu vzdelávania";"nájomná zmluva";0;1;0
2018;"Fond výtvarných umení";"iný";146000;1;146000
2018;"Generálna prokuratúra Slovenskej republiky ";"darovacia zmluva";0;3;0
2018;"Generálna prokuratúra Slovenskej republiky ";"iný";3964748.88;160;24779.6805
2018;"Generálna prokuratúra Slovenskej republiky ";"kúpna zmluva";69737.4;6;11622.9
2018;"Generálna prokuratúra Slovenskej republiky ";"nájomná zmluva";101.38;3;33.7933333333333
2018;"Generálna prokuratúra Slovenskej republiky ";"zmluva o dielo";1146491.58;31;36983.5993548387
2018;"Hudobný fond";"iný";62710.8;90;696.786666666667
2018;"Hudobný fond";"nájomná zmluva";3774.6;4;943.65
2018;"Hudobný fond";"zmluva o dielo";12120;24;505
2018;"Hudobný fond";"zmluva o spolupráci";161.34;2;80.67
2018;"Kancelária Národnej rady Slovenskej republiky";"darovacia zmluva";0;5;0
2018;"Kancelária Národnej rady Slovenskej republiky";"dohoda o splátkach";2649;1;2649
2018;"Kancelária Národnej rady Slovenskej republiky";"iný";2869619.68;130;22073.9975384615
2018;"Kancelária Národnej rady Slovenskej republiky";"nájomná zmluva";142832.6;40;3570.815
2018;"Kancelária Národnej rady Slovenskej republiky";"zmluva o dielo";857990.17;6;142998.361666667
2018;"Kancelária Národnej rady Slovenskej republiky";"zmluva o poskytovaní služieb";4999;1;4999
2018;"Kancelária Národnej rady Slovenskej republiky";"zmluva o spolupráci";50000;5;10000
2018;"Kancelária prezidenta Slovenskej republiky";"iný";194668.9;38;5122.86578947368
2018;"Kancelária prezidenta Slovenskej republiky";"nájomná zmluva";234;2;117
2018;"Kancelária prezidenta Slovenskej republiky";"zmluva o dielo";229615.72;6;38269.2866666667
2018;"Kancelária Rady pre rozpočtovú zodpovednosť";"iný";86977.8;9;9664.2
2018;"Kancelária Rady pre rozpočtovú zodpovednosť";"kúpna zmluva";5510;1;5510
2018;"Kancelária Rady pre rozpočtovú zodpovednosť";"zmluva o dielo";91891.77;2;45945.885
2018;"Kancelária Rady pre rozpočtovú zodpovednosť";"zmluva o poskytovaní služieb";7500;1;7500
2018;"Kancelária Súdnej rady SR";"iný";20325.01;23;883.696086956522
2018;"Kancelária Súdnej rady SR";"nájomná zmluva";338.4;1;338.4
2018;"Kancelária Súdnej rady SR";"zmluva o dielo";0;1;0
2018;"Kancelária Ústavného súdu Slovenskej republiky";"iný";303653;44;6901.20454545455
2018;"Kancelária Ústavného súdu Slovenskej republiky";"nájomná zmluva";12159.4;10;1215.94
2018;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o dielo";49188.57;4;12297.1425
2018;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o poskytovaní služieb";36980.51;3;12326.8366666667
2018;"Kancelária Ústavného súdu Slovenskej republiky";"zmluva o spolupráci";1783.85;2;891.925
2018;"Kancelária verejného ochrancu práv";"iný";77324.6;7;11046.3714285714
2018;"Kancelária verejného ochrancu práv";"zmluva o dielo";3224;5;644.8
2018;"Katolícka univerzita v Ružomberku";"darovacia zmluva";102000;2;51000
2018;"Katolícka univerzita v Ružomberku";"iný";21923398.75;728;30114.5587225275
2018;"Katolícka univerzita v Ružomberku";"kúpna zmluva";1300;1;1300
2018;"Katolícka univerzita v Ružomberku";"nájomná zmluva";98517;16;6157.3125
2018;"Katolícka univerzita v Ružomberku";"príkazná zmluva";12126.55;59;205.534745762712
